seconds,utc_unixtimestamp,donation_id,donation_amount,cumulative_donation_amount
-4231017,1525612383,437868,5.00,5.00
-1955098,1527888302,437869,5.00,10.00
-7114,1529836286,437880,5.00,15.00
-2015,1529841385,437883,5.00,20.00
-1164,1529842236,437885,150.00,170.00
-1133,1529842267,437887,10.16,180.16
-645,1529842755,437978,67078.00,67258.16
-409,1529842991,437888,20.00,67278.16
-296,1529843104,437891,20.00,67298.16
-163,1529843237,437892,10.00,67308.16
5,1529843405,437893,113.00,67421.16
162,1529843562,437894,50.00,67471.16
185,1529843585,437895,25.00,67496.16
199,1529843599,437896,25.00,67521.16
228,1529843628,437897,5.00,67526.16
241,1529843641,437899,25.00,67551.16
256,1529843656,437900,15.00,67566.16
271,1529843671,437901,10.00,67576.16
370,1529843770,437902,100.00,67676.16
395,1529843795,437903,20.00,67696.16
422,1529843822,437904,100.00,67796.16
453,1529843853,437906,10.00,67806.16
489,1529843889,437908,25.00,67831.16
492,1529843892,437909,50.00,67881.16
501,1529843901,437910,5.00,67886.16
513,1529843913,437911,10.00,67896.16
529,1529843929,437912,25.00,67921.16
546,1529843946,437914,50.00,67971.16
582,1529843982,437916,15.00,67986.16
604,1529844004,437917,15.00,68001.16
619,1529844019,437918,5.00,68006.16
620,1529844020,437919,50.00,68056.16
646,1529844046,437920,5.00,68061.16
653,1529844053,437921,15.00,68076.16
658,1529844058,437922,25.00,68101.16
703,1529844103,437924,5.00,68106.16
778,1529844178,437925,15.00,68121.16
789,1529844189,437927,15.00,68136.16
815,1529844215,437929,15.00,68151.16
819,1529844219,437930,15.00,68166.16
845,1529844245,437931,5.00,68171.16
882,1529844282,437932,5.00,68176.16
931,1529844331,437933,10.00,68186.16
944,1529844344,437934,15.00,68201.16
970,1529844370,437936,15.00,68216.16
988,1529844388,437939,15.00,68231.16
1024,1529844424,437940,50.00,68281.16
1026,1529844426,437941,5.00,68286.16
1065,1529844465,437942,50.00,68336.16
1068,1529844468,437943,5.00,68341.16
1078,1529844478,437944,25.00,68366.16
1087,1529844487,437945,250.00,68616.16
1093,1529844493,437946,15.00,68631.16
1132,1529844532,437947,50.00,68681.16
1286,1529844686,437948,15.00,68696.16
1324,1529844724,437949,5.00,68701.16
1328,1529844728,437950,250.00,68951.16
1335,1529844735,437951,15.00,68966.16
1362,1529844762,437952,15.00,68981.16
1389,1529844789,437953,5.00,68986.16
1499,1529844899,437954,15.00,69001.16
1542,1529844942,437956,5.00,69006.16
1560,1529844960,437957,151.00,69157.16
1562,1529844962,437958,25.00,69182.16
1581,1529844981,437959,5.00,69187.16
1628,1529845028,437960,5.00,69192.16
1632,1529845032,437961,50.00,69242.16
1649,1529845049,437962,25.00,69267.16
1651,1529845051,437963,25.00,69292.16
1703,1529845103,437964,250.00,69542.16
1707,1529845107,437965,25.00,69567.16
1721,1529845121,437966,5.00,69572.16
1737,1529845137,437967,5.00,69577.16
1855,1529845255,437968,20.00,69597.16
1868,1529845268,437969,5.00,69602.16
1897,1529845297,437970,10.00,69612.16
1917,1529845317,437972,20.00,69632.16
1924,1529845324,437973,150.00,69782.16
1932,1529845332,437974,50.00,69832.16
1965,1529845365,437975,15.00,69847.16
1973,1529845373,437976,250.00,70097.16
2037,1529845437,437980,100.00,70197.16
2040,1529845440,437981,50.00,70247.16
2052,1529845452,437982,200.00,70447.16
2054,1529845454,437983,20.00,70467.16
2055,1529845455,437984,15.00,70482.16
2071,1529845471,437985,25.00,70507.16
2085,1529845485,437986,250.00,70757.16
2097,1529845497,437988,20.00,70777.16
2099,1529845499,437989,25.00,70802.16
2107,1529845507,437990,5.00,70807.16
2120,1529845520,437991,10.00,70817.16
2122,1529845522,437992,25.00,70842.16
2125,1529845525,437993,50.00,70892.16
2152,1529845552,437994,25.00,70917.16
2153,1529845553,437995,5.00,70922.16
2157,1529845557,437996,20.00,70942.16
2161,1529845561,437997,15.00,70957.16
2164,1529845564,437998,11.00,70968.16
2166,1529845566,437999,150.00,71118.16
2167,1529845567,438000,50.00,71168.16
2177,1529845577,438001,5.00,71173.16
2255,1529845655,438003,15.00,71188.16
2258,1529845658,438004,20.00,71208.16
2259,1529845659,438005,10.00,71218.16
2293,1529845693,438006,75.00,71293.16
2295,1529845695,438007,75.00,71368.16
2304,1529845704,438008,15.00,71383.16
2307,1529845707,438009,150.00,71533.16
2308,1529845708,438010,25.00,71558.16
2311,1529845711,438011,15.00,71573.16
2314,1529845714,438012,50.00,71623.16
2321,1529845721,438013,30.00,71653.16
2323,1529845723,438014,150.00,71803.16
2324,1529845724,438015,15.00,71818.16
2364,1529845764,438016,100.00,71918.16
2366,1529845766,438017,50.00,71968.16
2369,1529845769,438018,5.00,71973.16
2372,1529845772,438019,50.00,72023.16
2377,1529845777,438020,25.00,72048.16
2380,1529845780,438021,10.00,72058.16
2395,1529845795,438023,100.00,72158.16
2396,1529845796,438024,25.00,72183.16
