seconds,utc_unixtimestamp,donation_id,donation_amount,cumulative_donation_amount
-5856806,1493141794,343115,15.00,15.00
-4858643,1494139957,343118,20.00,35.00
-334514,1498664086,343134,5.00,40.00
-230013,1498768587,343136,15.00,55.00
-168719,1498829881,343137,10.00,65.00
-151989,1498846611,343138,5.00,70.00
-151844,1498846756,343139,5.00,75.00
-151250,1498847350,343140,5.00,80.00
-149009,1498849591,343143,15.00,95.00
-79437,1498919163,343144,5.00,100.00
-31172,1498967428,343148,5.00,105.00
-29170,1498969430,343149,5.00,110.00
-24583,1498974017,343150,20.00,130.00
-5093,1498993507,343156,40.00,170.00
-3748,1498994852,343157,100.00,270.00
-2290,1498996310,343160,50.00,320.00
-2209,1498996391,343161,10.00,330.00
-2089,1498996511,343162,500.00,830.00
-1774,1498996826,343164,5.00,835.00
-1630,1498996970,343166,100.00,935.00
-1267,1498997333,343167,50.00,985.00
-1232,1498997368,343168,20.00,1005.00
-1064,1498997536,343169,100.00,1105.00
-828,1498997772,343170,10.00,1115.00
-748,1498997852,343171,100.00,1215.00
-732,1498997868,343172,5.00,1220.00
-6,1498998594,343176,10.00,1230.00
63,1498998663,343178,10.00,1240.00
65,1498998665,343179,5.00,1245.00
180,1498998780,343182,20.00,1265.00
184,1498998784,343184,10.00,1275.00
226,1498998826,343185,20.00,1295.00
238,1498998838,343186,60.00,1355.00
242,1498998842,343187,50.00,1405.00
270,1498998870,343188,5.00,1410.00
274,1498998874,343189,20.00,1430.00
348,1498998948,343190,50.00,1480.00
354,1498998954,343192,50.00,1530.00
360,1498998960,343193,20.00,1550.00
373,1498998973,343194,20.00,1570.00
395,1498998995,343195,100.00,1670.00
415,1498999015,343196,20.00,1690.00
454,1498999054,343197,20.00,1710.00
466,1498999066,343198,50.00,1760.00
485,1498999085,343201,50.00,1810.00
492,1498999092,343202,50.00,1860.00
501,1498999101,343203,50.00,1910.00
511,1498999111,343205,150.00,2060.00
537,1498999137,343208,20.00,2080.00
554,1498999154,343210,20.00,2100.00
588,1498999188,343211,50.00,2150.00
604,1498999204,343212,20.00,2170.00
606,1498999206,343213,50.00,2220.00
608,1498999208,343214,50.00,2270.00
623,1498999223,343217,20.00,2290.00
628,1498999228,343218,20.00,2310.00
653,1498999253,343220,10.00,2320.00
688,1498999288,343222,20.00,2340.00
699,1498999299,343223,20.00,2360.00
699,1498999299,343224,15.00,2375.00
717,1498999317,343227,10.00,2385.00
737,1498999337,343228,20.00,2405.00
741,1498999341,343229,25.00,2430.00
748,1498999348,343231,50.00,2480.00
789,1498999389,343234,10.00,2490.00
800,1498999400,343235,50.00,2540.00
814,1498999414,343236,5.00,2545.00
819,1498999419,343237,50.00,2595.00
833,1498999433,343238,20.00,2615.00
833,1498999433,343239,10.00,2625.00
839,1498999439,343240,500.00,3125.00
874,1498999474,343241,10.00,3135.00
884,1498999484,343242,20.00,3155.00
936,1498999536,343243,50.00,3205.00
966,1498999566,343244,20.00,3225.00
981,1498999581,343245,50.00,3275.00
984,1498999584,343246,20.00,3295.00
989,1498999589,343247,5.00,3300.00
1002,1498999602,343249,50.00,3350.00
1004,1498999604,343250,50.00,3400.00
1010,1498999610,343251,50.00,3450.00
1011,1498999611,343252,20.00,3470.00
1022,1498999622,343253,50.00,3520.00
1028,1498999628,343254,20.00,3540.00
1030,1498999630,343255,20.00,3560.00
1034,1498999634,343256,50.00,3610.00
1039,1498999639,343257,30.00,3640.00
1040,1498999640,343258,25.00,3665.00
1047,1498999647,343259,20.00,3685.00
1049,1498999649,343260,20.00,3705.00
1053,1498999653,343262,5.00,3710.00
1057,1498999657,343263,50.00,3760.00
1080,1498999680,343268,50.00,3810.00
1083,1498999683,343270,10.00,3820.00
1083,1498999683,343271,5.00,3825.00
1101,1498999701,343272,20.00,3845.00
1101,1498999701,343273,20.00,3865.00
1108,1498999708,343274,20.00,3885.00
1110,1498999710,343275,100.00,3985.00
1124,1498999724,343276,50.00,4035.00
1125,1498999725,343277,10.00,4045.00
1130,1498999730,343278,20.00,4065.00
1134,1498999734,343279,30.00,4095.00
1137,1498999737,343281,25.00,4120.00
1157,1498999757,343284,20.00,4140.00
1159,1498999759,343285,50.00,4190.00
1171,1498999771,343286,50.00,4240.00
1215,1498999815,343287,5.00,4245.00
1228,1498999828,343288,5.00,4250.00
1235,1498999835,343289,20.00,4270.00
1243,1498999843,343290,5.00,4275.00
1256,1498999856,343291,20.00,4295.00
1257,1498999857,343292,50.00,4345.00
1260,1498999860,343294,50.00,4395.00
