seconds,utc_unixtimestamp,donation_id,donation_amount,cumulative_donation_amount
-2311544,1544462656,482793,40.00,40.00
-240293,1546533907,482804,5.00,45.00
-239717,1546534483,482806,6.00,51.00
-46889,1546727311,482812,100.00,151.00
-42716,1546731484,482813,25.00,176.00
-42428,1546731772,482814,13.37,189.37
-34858,1546739342,482815,50.00,239.37
-21790,1546752410,482816,5.00,244.37
-7289,1546766911,482817,50.00,294.37
-5623,1546768577,482819,5.00,299.37
-517,1546773683,482822,10.00,309.37
-283,1546773917,482824,25.00,334.37
-199,1546774001,482825,10.00,344.37
-142,1546774058,482826,5.00,349.37
-90,1546774110,482827,25.00,374.37
17,1546774217,482828,25.00,399.37
138,1546774338,482831,50.00,449.37
198,1546774398,482832,50.00,499.37
277,1546774477,482833,25.00,524.37
305,1546774505,482835,25.00,549.37
338,1546774538,482836,25.00,574.37
353,1546774553,482837,50.00,624.37
362,1546774562,482838,25.00,649.37
365,1546774565,482839,40.00,689.37
367,1546774567,482840,15.00,704.37
393,1546774593,482841,5.00,709.37
411,1546774611,482842,25.00,734.37
416,1546774616,482843,25.00,759.37
430,1546774630,482844,15.00,774.37
474,1546774674,482845,10.00,784.37
482,1546774682,482846,25.00,809.37
489,1546774689,482847,25.00,834.37
497,1546774697,482848,20.00,854.37
503,1546774703,482849,15.00,869.37
505,1546774705,482850,20.00,889.37
520,1546774720,482851,50.00,939.37
528,1546774728,482852,15.00,954.37
533,1546774733,482853,5.00,959.37
547,1546774747,482854,5.00,964.37
551,1546774751,482855,25.00,989.37
574,1546774774,482856,25.00,1014.37
577,1546774777,482857,15.00,1029.37
618,1546774818,482859,25.00,1054.37
621,1546774821,482860,5.00,1059.37
635,1546774835,482861,15.00,1074.37
679,1546774879,482863,20.00,1094.37
689,1546774889,482864,50.00,1144.37
698,1546774898,482865,10.00,1154.37
701,1546774901,482866,100.00,1254.37
720,1546774920,482867,5.00,1259.37
730,1546774930,482869,20.00,1279.37
738,1546774938,482870,20.00,1299.37
743,1546774943,482871,10.00,1309.37
747,1546774947,482872,25.00,1334.37
750,1546774950,482873,10.00,1344.37
751,1546774951,482874,20.00,1364.37
758,1546774958,482875,15.00,1379.37
764,1546774964,482876,15.00,1394.37
768,1546774968,482877,50.00,1444.37
788,1546774988,482878,50.00,1494.37
789,1546774989,482879,15.00,1509.37
851,1546775051,482880,50.00,1559.37
858,1546775058,482881,10.00,1569.37
869,1546775069,482882,25.00,1594.37
895,1546775095,482883,25.00,1619.37
903,1546775103,482884,50.00,1669.37
916,1546775116,482885,10.00,1679.37
969,1546775169,482886,20.00,1699.37
974,1546775174,482887,25.00,1724.37
1011,1546775211,482889,25.00,1749.37
1028,1546775228,482890,25.00,1774.37
1046,1546775246,482891,20.00,1794.37
1054,1546775254,482892,25.00,1819.37
1054,1546775254,482893,50.00,1869.37
1061,1546775261,482894,25.00,1894.37
1062,1546775262,482895,25.00,1919.37
1073,1546775273,482896,5.00,1924.37
1076,1546775276,482897,5.00,1929.37
1077,1546775277,482898,20.00,1949.37
1097,1546775297,482900,25.00,1974.37
1122,1546775322,482902,50.00,2024.37
1124,1546775324,482903,20.00,2044.37
1175,1546775375,482904,25.00,2069.37
1231,1546775431,482906,50.00,2119.37
1267,1546775467,482907,15.00,2134.37
1282,1546775482,482908,20.00,2154.37
1296,1546775496,482909,20.00,2174.37
1307,1546775507,482910,20.00,2194.37
1309,1546775509,482911,15.00,2209.37
1336,1546775536,482913,25.00,2234.37
1380,1546775580,482914,15.00,2249.37
1407,1546775607,482915,5.00,2254.37
1412,1546775612,482916,25.00,2279.37
1430,1546775630,482917,5.00,2284.37
1444,1546775644,482918,15.00,2299.37
1453,1546775653,482919,15.00,2314.37
1476,1546775676,482920,150.00,2464.37
1491,1546775691,482921,15.00,2479.37
1502,1546775702,482922,20.00,2499.37
1506,1546775706,482923,15.00,2514.37
1515,1546775715,482924,15.00,2529.37
1517,1546775717,482925,20.00,2549.37
1521,1546775721,482926,20.00,2569.37
1535,1546775735,482927,25.00,2594.37
1552,1546775752,482928,25.00,2619.37
1596,1546775796,482929,25.00,2644.37
1604,1546775804,482931,25.00,2669.37
1621,1546775821,482932,25.00,2694.37
1629,1546775829,482933,15.00,2709.37
1637,1546775837,482934,20.00,2729.37
1642,1546775842,482935,20.00,2749.37
1682,1546775882,482936,25.00,2774.37
1696,1546775896,482938,100.00,2874.37
1697,1546775897,482939,20.00,2894.37
1709,1546775909,482940,25.00,2919.37
1717,1546775917,482943,50.00,2969.37
1719,1546775919,482944,50.00,3019.37
1721,1546775921,482945,50.00,3069.37
1729,1546775929,482946,20.00,3089.37
1745,1546775945,482948,25.00,3114.37
1745,1546775945,482949,150.00,3264.37
1749,1546775949,482950,25.00,3289.37
1753,1546775953,482952,25.00,3314.37
1765,1546775965,482953,20.00,3334.37
1783,1546775983,482954,10.00,3344.37
1788,1546775988,482955,15.00,3359.37
1789,1546775989,482956,10.00,3369.37
1794,1546775994,482957,20.00,3389.37
1795,1546775995,482958,15.00,3404.37
1797,1546775997,482959,20.00,3424.37
1798,1546775998,482960,15.00,3439.37
1799,1546775999,482961,25.00,3464.37
1809,1546776009,482962,25.00,3489.37
1814,1546776014,482963,25.00,3514.37
1818,1546776018,482964,25.00,3539.37
1819,1546776019,482965,15.00,3554.37
1830,1546776030,482967,737.00,4291.37
1835,1546776035,482968,15.00,4306.37
1839,1546776039,482969,25.00,4331.37
1842,1546776042,482970,25.00,4356.37
1843,1546776043,482971,5.00,4361.37
1843,1546776043,482972,100.00,4461.37
1844,1546776044,482973,20.00,4481.37
1849,1546776049,482974,15.00,4496.37
1868,1546776068,482975,20.00,4516.37
1888,1546776088,482976,25.00,4541.37
1891,1546776091,482977,25.00,4566.37
1897,1546776097,482979,250.00,4816.37
1904,1546776104,482980,500.00,5316.37
1933,1546776133,482981,25.00,5341.37
1934,1546776134,482982,25.00,5366.37
1941,1546776141,482983,20.00,5386.37
1945,1546776145,482984,100.00,5486.37
1946,1546776146,482985,25.00,5511.37
1958,1546776158,482986,20.00,5531.37
1977,1546776177,482987,15.00,5546.37
1979,1546776179,482988,50.00,5596.37
1979,1546776179,482989,15.00,5611.37
1987,1546776187,482990,20.00,5631.37
2002,1546776202,482993,20.00,5651.37
2011,1546776211,482994,100.00,5751.37
2023,1546776223,482995,20.00,5771.37
2037,1546776237,482996,200.00,5971.37
2048,1546776248,482997,15.00,5986.37
2066,1546776266,482998,10.00,5996.37
2071,1546776271,482999,25.00,6021.37
2071,1546776271,483000,15.00,6036.37
2077,1546776277,483001,50.00,6086.37
2123,1546776323,483002,420.69,6507.06
