utc_unixtimestamp,donation_id,donation_amount
1522076004,437849,10.00
1519665066,437824,152.00
1516976609,437794,10.00
1516664859,437784,5.00
1516524770,437776,5.00
1516455785,437775,30.00
1516426105,437773,10.00
1516302087,437770,25.00
1516274787,437769,25.00
1516274283,437768,5.00
1516143214,437760,30.00
1516138478,437759,5.00
1516110773,437755,10.00
1516110696,437754,220.00
1516102651,437752,688.00
1516082382,437750,30.00
1516077402,437749,40.00
1516047298,437746,5.00
1516037866,437745,25.00
1516027432,437740,13541.90
1516020765,437737,50.00
1516018371,437736,20.00
1516012137,437734,100.00
1516001893,437732,10.00
1516000485,437731,20.00
1515995002,437729,5.00
1515977910,437727,100.00
1515973775,437723,20.00
1515973632,437722,25.00
1515967446,437721,200.00
1515966263,437720,10.00
1515963469,437717,25.00
1515958429,437716,187.00
1515949609,437713,20.00
1515949348,437712,20.00
1515949010,437710,20.00
1515948797,437709,10.00
1515947213,437707,5.00
1515944140,437705,20.00
1515943945,437704,10.00
1515943168,437703,50.00
1515941829,437702,1000.00
1515940088,437699,20.00
1515939739,437698,10.00
1515939637,437697,5.00
1515939223,437696,5.00
1515938960,437695,50.00
1515938751,437694,20.00
1515937691,437692,50.00
1515936971,437691,35.00
1515936594,437690,3217.55
1515936109,437689,50.00
1515936073,437688,22.22
1515934216,437687,10.00
1515934019,437686,50.00
1515933224,437685,100.00
1515932735,437684,100.00
1515929636,437668,10.00
1515929276,437667,5.00
1515928955,437665,10.00
1515927608,437664,20.00
1515925561,437661,30.00
1515921771,437660,50.00
1515921449,437659,10.00
1515921422,437658,50.00
1515920171,437657,25.00
1515919781,437656,150.00
1515918887,437654,20.00
1515918588,437653,10.00
1515918043,437650,25.00
1515916703,437648,5.00
1515914688,437644,10.00
1515914686,437643,10.00
1515914065,437642,5.00
1515913846,437640,10.00
1515913830,437639,35.00
1515912388,437638,20.00
1515911990,437636,10.00
1515911971,437635,20.00
1515911843,437634,100.00
1515911762,437633,100.00
1515911506,437631,10.00
1515911444,437630,5.00
1515911204,437628,5.00
1515910643,437625,5.00
1515909045,437622,15.00
1515908324,437618,10.00
1515908144,437617,10.00
1515907889,437616,50.00
1515907048,437614,30.00
1515906996,437613,5.00
1515906671,437611,10.00
1515906569,437608,25.00
1515906454,437607,20.00
1515906433,437606,10.00
1515906368,437605,5.00
1515906347,437604,25.00
1515906337,437603,150.00
1515906305,437601,5.00
1515906304,437600,200.00
1515906185,437596,15.00
1515906172,437594,10.00
1515906166,437592,10.00
1515906153,437590,120.00
1515906141,437588,30.00
1515906109,437586,20.00
1515906103,437585,5.00
1515906097,437584,120.00
1515906086,437583,25.00
1515906066,437581,15.00
1515906033,437578,10.00
1515906026,437577,30.00
1515905996,437576,30.00
1515905958,437575,20.00
1515905950,437574,10.00
1515905942,437573,25.00
1515905934,437572,50.00
1515905928,437571,40.00
1515905923,437570,30.00
1515905918,437569,40.00
1515905896,437566,25.00
1515905895,437565,20.00
1515905892,437564,10.00
1515905883,437563,10.00
1515905883,437562,5.00
1515905866,437561,10.00
1515905860,437560,50.00
1515905858,437559,15.00
1515905838,437558,10.00
1515905836,437557,5.00
1515905817,437556,10.00
1515905816,437555,5.00
1515905814,437554,25.00
1515905813,437553,50.00
1515905810,437552,35.00
1515905794,437550,5.00
1515905785,437549,5.00
1515905781,437548,10.00
1515905774,437546,30.00
1515905760,437543,50.00
1515905756,437542,25.00
1515905755,437541,5.00
1515905749,437540,35.00
1515905746,437539,50.00
1515905734,437535,5.00
1515905732,437579,108092.32
1515905731,437534,10.00
1515905728,437533,50.00
1515905726,437532,250.00
1515905725,437531,120.00
1515905724,437530,50.00
1515905723,437529,50.00
1515905718,437528,25.00
1515905712,437527,25.00
1515905711,437525,10.00
1515905711,437524,10.00
1515905695,437521,5.00
1515905692,437520,10.00
1515905689,437519,100.00
1515905688,437518,5.00
1515905684,437517,35.00
1515905684,437516,15.00
1515905682,437515,5.00
1515905679,437514,5.00
1515905678,437513,10.00
1515905677,437512,10.00
1515905676,437511,25.00
1515905675,437510,15.00
1515905669,437509,5.00
1515905665,437508,10.00
1515905664,437507,20.00
1515905663,437506,20.00
1515905660,437505,25.00
1515905652,437504,5.00
1515905651,437503,10.00
1515905649,437502,5.00
1515905632,437499,10.00
1515905629,437498,10.00
1515905626,437497,5.00
1515905625,437495,20.00
1515905623,437494,10.00
1515905623,437493,5.00
1515905622,437492,5.00
1515905621,437490,5.00
1515905620,437489,20.00
1515905612,437487,20.00
1515905611,437486,5.00
1515905611,437485,50.00
1515905609,437484,250.00
1515905605,437483,5.00
1515905604,437482,50.00
1515905603,437481,50.00
1515905600,437480,20.00
1515905599,437479,15.00
1515905597,437477,50.00
1515905596,437476,30.00
1515905588,437475,10.00
1515905587,437474,15.00
1515905585,437473,5.00
1515905584,437472,10.00
1515905578,437470,10.00
1515905576,437469,10.00
1515905569,437468,150.00
1515905558,437467,10.00
1515905551,437466,20.00
